,Unnamed: 0,book_info,movie_info,book_year,book_title,book_author,id,film_year,film_title,title,rating,year,users_rating,votes,metascore,img_url,countries,languages,actors,genre,tagline,description,directors,runtime,imdb_url
1655,1657,"Lay This Laurel (1973), Lincoln Kirstein",Glory (1989),1973,Lay This Laurel,Lincoln Kirstein,391443.0,1989,Glory,Glory,R,1989,7.9,"111,534",,"https://m.media-amazon.com/images/M/MV5BMTViNGM4NjYtMTJkNC00MjNiLWIzNmMtYWU5Mjg4N2UwNzlkL2ltYWdlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Matthew Broderick', 'Denzel Washington', 'Cary Elwes', 'Morgan Freeman', 'Jihmi Kennedy', 'Andre Braugher', 'John Finn', 'Donovan Leitch Jr.', 'JD Cullum', 'Alan North', 'Bob Gunton', 'Cliff De Young', 'Christian Baskous', 'RonReaco Lee', 'Jay O. Sanders']","['Biography', 'Drama', 'History', 'War']",Their innocence. Their heritage. Their lives. Nothing would be spared in the fight for their freedom.,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",['Edward Zwick'],122 min,https://www.imdb.com/title/tt0097441/
1657,1659,"Laura (1942) (serial), (1943) (novel), Vera Caspary",Laura (1944),1942,Laura,(1943) (novel,601799.0,1944,Laura,Laura,Passed,1944,8.0,"37,405",,"https://m.media-amazon.com/images/M/MV5BYWQ0MmRiMjMtM2Y1MC00MTYwLWI4YzktOGI0MjdiNzJlZDc3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Gene Tierney', 'Dana Andrews', 'Clifton Webb', 'Vincent Price', 'Judith Anderson', 'Grant Mitchell']","['Drama', 'Film-Noir', 'Mystery']",The story of a love that became the most fearful thing that ever happened to a woman!,A police detective falls in love with the woman whose murder he is investigating.,['Otto Preminger'],88 min,https://www.imdb.com/title/tt0037008/
1661,1663,"The Law at Randado (1954), Elmore Leonard",Border Shootout (1990),1954,The Law at Randado,Elmore Leonard,288967.0,1990,Border Shootout,Border Shootout,Not Rated,1990,4.0,112,,"https://m.media-amazon.com/images/M/MV5BMjEyOTM3MDMzNF5BMl5BanBnXkFtZTcwMzc5MjQyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Michael Forest', 'Cody Glenn', 'Michael Horse', 'Sergio Calderón', 'Jeff Kaake', 'Lizabeth Rohovit', 'Charlene Tilton', 'Russell Todd', 'George Salazar', 'Danny Nelson', 'Sam Smiley', 'Don Starr', 'Ed Gable', 'Josef Ranier', 'Gary Matanky']",['Western'],,"Young rancher Kirby Frye is appointed deputy in a small town tyrannized by ruthless Phil Sundeen, the son of one of the founders of the town.",['Chris McIntyre'],110 min,https://www.imdb.com/title/tt0097720/
1662,1664,"Law Man (1955), Lauran Paine",The Quiet Gun (1957),1955,Law Man,Lauran Paine,,1957,The Quiet Gun,The Quiet Gun,Approved,1957,6.4,175,,"https://m.media-amazon.com/images/M/MV5BNGMxNGEzMDktOWQzMy00ODVjLWFhYzMtNjkwOTE0MzY3ZWIzXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Forrest Tucker', 'Mara Corday', 'Jim Davis', 'Kathleen Crowley', 'Lee Van Cleef', 'Hank Worden', 'Tom Brown', 'Gerald Milton', 'Lewis Martin', 'Vince Barnett', 'Edith Evanson']",['Western'],The most violent vengeance in the West !,Sheriff Carl Brandon must uphold the law and prevent a lynching when his best friend is accused of murder and immorality by the townsfolk.,['William F. Claxton'],77 min,https://www.imdb.com/title/tt0050874/
1664,1666,"Leaving Cheyenne (1963), Larry McMurtry",Lovin' Molly (1974),1963,Leaving Cheyenne,Larry McMurtry,54822.0,1974,Lovin' Molly,Lovin' Molly,R,1974,5.9,394,,"https://m.media-amazon.com/images/M/MV5BMDJhYTBmY2YtYzU2ZC00MmIxLWIzMzktODc5Y2JhMjc2YjhmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Anthony Perkins', 'Beau Bridges', 'Blythe Danner', 'Edward Binns', 'Susan Sarandon', 'Conard Fowkes', 'Claude Traverse', 'John Henry Faulk']","['Drama', 'Romance']","I Don't Believe in Marriage. I Believe in Love. I May Love One Man and Have Children With Another. I Don't Care What Other People Think. It's My Life. Molly Taylor July3, 1925.","Spanning nearly 40 years from 1925 to 1964, two Texas farm boys, straight-arrow Gid and laid-back Johnny, fight over the affections of the beautiful and headstrong Molly Taylor, who ...",['Sidney Lumet'],98 min,https://www.imdb.com/title/tt0071780/
1670,1672,"Legion (1983), William Peter Blatty",The Exorcist III (1990),1983,Legion,William Peter Blatty,219362.0,1990,The Exorcist III,The Exorcist III,R,1990,6.3,"21,278",48,"https://m.media-amazon.com/images/M/MV5BZDNhMWJiYjgtZDUzMC00ZmI1LTg0YmQtM2ZlN2I5NjE0ZDRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['George C. Scott', 'Ed Flanders', 'Brad Dourif', 'Jason Miller', 'Nicol Williamson', 'Scott Wilson', 'Nancy Fish', 'George DiCenzo', 'Don Gordon', 'Lee Richardson', 'Grand L. Bush', 'Mary Jackson', 'Viveca Lindfors', 'Ken Lerner', 'Tracy Thorne']","['Drama', 'Horror', 'Mystery']",The horror is Legion.,"A police Lieutenant uncovers more than he bargained for as his investigation of a series of murders, which have all the hallmarks of the deceased Gemini serial killer, leads him to question the patients of a psychiatric ward.",['William Peter Blatty'],110 min,https://www.imdb.com/title/tt0099528/
1674,1676,"Less Than Zero (1985), Bret Easton Ellis",Less Than Zero (1987),1985,Less Than Zero,Bret Easton Ellis,9915.0,1987,Less Than Zero,Less Than Zero,R,1987,6.4,"16,514",49,"https://m.media-amazon.com/images/M/MV5BODk5NzQ1NDk1Nl5BMl5BanBnXkFtZTgwODI1NjcxMTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Spanish']","['Andrew McCarthy', 'Jami Gertz', 'Robert Downey Jr.', 'James Spader', 'Tony Bill', 'Nicholas Pryor', 'Donna Mitchell', 'Michael Bowen', 'Sarah Buxton', 'Lisanne Falk', 'Michael Greene', 'Neith Hunter', 'Afton Smith', 'Brian Wimmer', 'Kelly Wolf']","['Crime', 'Drama']",It only looks like the good life.,"A college freshman returns to L.A. for the holidays at his ex-girlfriend's request, but discovers that his former best friend has an out-of-control drug habit.",['Marek Kanievska'],98 min,https://www.imdb.com/title/tt0093407/
1676,1678,"Let the Right One In (Låt den rätte komma in) (2004), John Ajvide Lindqvist",Let Me In (2010),2004,Let the Right One In,John Ajvide Lindqvist,943402.0,2010,Let Me In,Let Me In,R,2010,7.1,"105,066",79,"https://m.media-amazon.com/images/M/MV5BNDQ4MjQ4OTMwMF5BMl5BanBnXkFtZTcwOTYzNDc4Mw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['UK', 'USA']",['English'],"['Kodi Smit-McPhee', 'Chloë Grace Moretz', 'Richard Jenkins', 'Cara Buono', 'Elias Koteas', 'Sasha Barrese', 'Dylan Kenin', 'Chris Browning', 'Ritchie Coster', 'Dylan Minnette', ""Jimmy 'Jax' Pinchak"", 'Nicolai Dorian', 'Rebekah Wiggins', 'Seth Adkins', 'Ashton Moio']","['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",Innocence dies. Abby doesn't.,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.,['Matt Reeves'],116 min,https://www.imdb.com/title/tt1228987/
1677,1679,"Letter to Five Wives (1946), John Klempner",A Letter to Three Wives (1949),1946,Letter to Five Wives,John Klempner,13287266.0,1949,A Letter to Three Wives,A Letter to Three Wives,Not Rated,1949,7.8,"7,250",,"https://m.media-amazon.com/images/M/MV5BMzg0ZWQ1Y2EtYzBkMi00MTk0LWFhMTEtZGUwZTIzNGYyOWI0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Jeanne Crain', 'Linda Darnell', 'Ann Sothern', 'Kirk Douglas', 'Paul Douglas', 'Barbara Lawrence', 'Jeffrey Lynn', 'Connie Gilchrist', 'Florence Bates', 'Hobart Cavanaugh']","['Drama', 'Romance']",It's a sheer delightful revelation!,"A letter is addressed to three wives from their ""best friend"" Addie Ross, announcing that she is running away with one of their husbands...but she does not say which one.",['Joseph L. Mankiewicz'],103 min,https://www.imdb.com/title/tt0041587/
1678,1680,"Let Me Count the Ways (1965), Peter De Vries",How Do I Love Thee? (1970),1965,Let Me Count the Ways,Peter De Vries,3306421.0,1970,How Do I Love Thee?,How Do I Love Thee?,GP,1970,4.6,57,,"https://m.media-amazon.com/images/M/MV5BMTgzMDQwMjUwN15BMl5BanBnXkFtZTcwNDc1NzUxMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Jackie Gleason', ""Maureen O'Hara"", 'Shelley Winters', 'Rosemary Forsyth', 'Rick Lenz', 'Don Beddoe', 'Fritzi Burr', 'Soroya Farah', 'Templeton Fox', 'Alex Gerry', 'Marcia Knight', 'Frank Logan', 'Maurice Marsac', 'Lou Marsh', 'James McCallion']","['Comedy', 'Drama']",They do make movies like this anymore.,"Stanley Waltz (Jackie Gleason) is seeking forgiveness in Lourdes, France, after a good deed had backfired at him, regarding a poem ""How do I love thee?"".",['Michael Gordon'],,https://www.imdb.com/title/tt0065859/
1681,1683,"Les Liaisons dangereuses (The Dangerous Liaisons) (1782), Pierre Choderlos de Laclos",Dangerous Liaisons (1988),1782,Les Liaisons dangereuses,Pierre Choderlos de Laclos,49540.0,1988,Dangerous Liaisons,Dangerous Liaisons,R,1988,7.6,"58,784",74,"https://m.media-amazon.com/images/M/MV5BMDZmODc0MWQtYWVjOS00OGFiLWExNjItOTMyN2Q5ZTFmYzUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['USA', 'UK']",['English'],"['Glenn Close', 'John Malkovich', 'Michelle Pfeiffer', 'Swoosie Kurtz', 'Keanu Reeves', 'Mildred Natwick', 'Uma Thurman', 'Peter Capaldi', 'Joe Sheridan', 'Valerie Gogan', 'Laura Benson', 'Joanna Pavlis', 'Nicholas Hawtrey', 'Paulo Abel Do Nascimento', 'François Lalande']","['Drama', 'Romance']",Lust. Seduction. Revenge. The Game As You've Never Seen It Played Before.,A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,['Stephen Frears'],119 min,https://www.imdb.com/title/tt0094947/
1683,1685,"Les Liaisons dangereuses (The Dangerous Liaisons) (1782), Pierre Choderlos de Laclos",Cruel Intentions (1999),1782,Les Liaisons dangereuses,Pierre Choderlos de Laclos,49540.0,1999,Cruel Intentions,Cruel Intentions,R,1999,6.8,"165,186",56,"https://m.media-amazon.com/images/M/MV5BMjMxNjM5OTQ2M15BMl5BanBnXkFtZTgwNjUxNzYxMTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Vietnamese', 'French']","['Sarah Michelle Gellar', 'Ryan Phillippe', 'Reese Witherspoon', 'Selma Blair', 'Louise Fletcher', 'Joshua Jackson', 'Eric Mabius', 'Sean Patrick Thomas', 'Swoosie Kurtz', 'Christine Baranski', 'Alaina Reed-Hall', 'Deborah Offner', 'Tara Reid', 'Herta Ware', 'Hiep Thi Le']","['Drama', 'Romance']","In the game of seduction and betrayal, how far will you go?",Two vicious step-siblings of an elite Manhattan prep school make a wager: to deflower the new headmaster's daughter before the start of term.,['Roger Kumble'],97 min,https://www.imdb.com/title/tt0139134/
1689,1691,"Life of Pi (2001), Yann Martel",Life of Pi (film) (2012),2001,Life of Pi,Yann Martel,4214.0,2012,Life of Pi,Life of Pi,PG,2012,7.9,"519,170",79,"https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['USA', 'Taiwan', 'UK', 'Canada']","['English', 'Tamil', 'French', 'Japanese', 'Hindi', 'Chinese']","['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon', 'Gautam Belur', 'Adil Hussain', 'Tabu', 'Ayaan Khan', 'Mohd. Abbas Khaleeli', 'Vibish Sivakumar', 'Rafe Spall', 'Gérard Depardieu', 'James Saito', 'Jun Naito', 'Andrea Di Stefano', 'Shravanthi Sainath']","['Adventure', 'Drama', 'Fantasy']",Welcome to Pi's Ark.,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",['Ang Lee'],127 min,https://www.imdb.com/title/tt0454876/
1690,1692,"The Lincoln Lawyer (2005), Michael Connelly",The Lincoln Lawyer (2011),2005,The Lincoln Lawyer,Michael Connelly,40612032.0,2011,The Lincoln Lawyer,The Lincoln Lawyer,R,2011,7.3,"192,958",63,"https://m.media-amazon.com/images/M/MV5BMTQ4NDE4NTY5MV5BMl5BanBnXkFtZTcwODQyMTkxNA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Matthew McConaughey', 'Marisa Tomei', 'Ryan Phillippe', 'William H. Macy', 'Josh Lucas', 'John Leguizamo', 'Michael Peña', 'Bob Gunton', 'Frances Fisher', 'Bryan Cranston', 'Trace Adkins', 'Laurence Mason', 'Margarita Levieva', 'Pell James', 'Shea Whigham']","['Crime', 'Drama', 'Thriller']",,A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.,['Brad Furman'],118 min,https://www.imdb.com/title/tt1189340/
1691,1693,"A Lion Is in the Streets (1945), Adria Locke Langley",A Lion Is in the Streets (1953),1945,A Lion Is in the Streets,Adria Locke Langley,3199179.0,1953,A Lion Is in the Streets,A Lion Is in the Streets,Approved,1953,6.3,522,,"https://m.media-amazon.com/images/M/MV5BNjlhYjAwMWItYzM5NS00YjI5LWI3NDQtOWViNTU0MDcwMTE0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['James Cagney', 'Barbara Hale', 'Anne Francis', 'Warner Anderson', 'John McIntire', 'Jeanne Cagney', 'Lon Chaney Jr.', 'Frank McHugh', 'Larry Keating', 'Onslow Stevens', 'James Millican', 'Mickey Simpson', 'Sara Haden', 'Ellen Corby']",['Drama'],Guy Polli - a rat who squirmed through every loophole in the law!,A charismatic peddler from the bayous finds his true calling in politics. Is he a demagogue in the making?,['Raoul Walsh'],88 min,https://www.imdb.com/title/tt0046002/
1697,1699,"The Lizard's Tail (1979), Marc Brandell",The Hand (1981),1979,The Lizard's Tail,Marc Brandell,239525.0,1981,The Hand,The Hand,R,1981,5.4,"5,035",,"https://m.media-amazon.com/images/M/MV5BOTMyZjI3OGEtOWQzMC00ZTI1LThiYWUtOWQyYjA2ODViZjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Michael Caine', 'Andrea Marcovicci', 'Annie McEnroe', 'Bruce McGill', 'Viveca Lindfors', 'Rosemary Murphy', 'Mara Hobel', 'Pat Corley', 'Nicholas Hormann', 'Edward Marshall', 'Charles Fleischer', 'John Stinson', 'Richard Altman', 'Sparky Watt', 'Tracey Walter']","['Drama', 'Horror', 'Thriller']","It lives. It crawls. And suddenly, it kills.","A comic book artist loses his hand, which in turn takes on a murderous life of its own.",['Oliver Stone'],104 min,https://www.imdb.com/title/tt0082497/
1700,1702,"The Light in the Forest (1953), Conrad Richter",The Light in the Forest (1958),1953,The Light in the Forest,Conrad Richter,769000.0,1958,The Light in the Forest,The Light in the Forest,Unrated,1958,6.7,431,,"https://m.media-amazon.com/images/M/MV5BMGE5YjY5ZjYtZTRkOC00Y2MzLThjZjQtODJhNzcwYzVhMDA1XkEyXkFqcGdeQXVyMTE2NzA0Ng@@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Fess Parker', 'Wendell Corey', 'Joanne Dru', 'James MacArthur', 'Jessica Tandy', 'John McIntire', 'Joseph Calleia', 'Carol Lynley', 'Rafael Campos', 'Frank Ferguson', 'Dean Fredericks', 'Marian Seldes', 'Stephen Bekassy', 'Sam Buffington']","['Adventure', 'Drama', 'Family', 'Romance', 'Western']",He was torn between his parents ... and the tribe that raised him.,A young white man who spent his whole life raised by Native Americans is sent to live with his birth family and must learn to fit in with people he was taught to hate.,['Herschel Daugherty'],83 min,https://www.imdb.com/title/tt0051864/
1703,1705,"The Light of Western Stars (1914), Zane Grey",The Light of Western Stars (1930),1914,The Light of Western Stars,Zane Grey,121264.0,1930,The Light of Western Stars,The Light of Western Stars,,1930,7.2,124,,"https://m.media-amazon.com/images/M/MV5BNWU5YTA3MTktZTYwOC00Y2U0LTk5MDctNGY2NzBkZTc4NThmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Richard Arlen', 'Mary Brian', 'Harry Green', 'Regis Toomey', 'Fred Kohler', 'Guy Oliver']",['Western'],Another rousing talking Western!,"A friend of Dick Bailey is killed by a mysterious assailant, whom Dick suspects to be Stack, who is in league with the crooked sheriff. Out on a spree Dick swears he will marry the first ...","['Otto Brower', 'Edwin H. Knopf']",70 min,https://www.imdb.com/title/tt0021070/
1704,1706,"The Light of Western Stars (1914), Zane Grey",The Light of Western Stars (1940),1914,The Light of Western Stars,Zane Grey,121264.0,1940,The Light of Western Stars,The Light of Western Stars,Approved,1940,5.7,89,,"https://m.media-amazon.com/images/M/MV5BYWIwZGU5ZGYtYzRmNy00OTIxLWE1YmItMmU4YzNkYmUwMTJkXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Victor Jory', 'Jo Ann Sayers', 'Russell Hayden', 'Morris Ankrum', 'Noah Beery Jr.', 'J. Farrell MacDonald', 'Ruth Rogers', 'Tom Tyler', 'Rad Robinson', 'Eddie Dean', 'Esther Estrella', 'Alan Ladd', 'Georgia Ellis', 'Earl Askam', 'Lucio Villegas']","['Romance', 'Western']",Flaming Guns... Flashing Hoofs... as knights of the sage-brush roar across the plains!,Cowhand Ladd dances with cantina girl Estrella and has a part in shooting Sheriff Tyler.,['Lesley Selander'],64 min,https://www.imdb.com/title/tt0032706/
1706,1708,"Little Caesar (1929), W. R. Burnett",Little Caesar (1931),1929,Little Caesar,W. R. Burnett,876847.0,1931,Little Caesar,Little Caesar,Not Rated,1931,7.3,"10,426",,"https://m.media-amazon.com/images/M/MV5BYzE4ZTI3MDQtMTE5MS00MzQxLTkwZGMtYWM5MjU2MzE3OTk5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Edward G. Robinson', 'Douglas Fairbanks Jr.', 'Glenda Farrell', 'William Collier Jr.', 'Sidney Blackmer', 'Ralph Ince', 'Thomas E. Jackson', 'Stanley Fields', 'Maurice Black', 'George E. Stone', 'Armand Kaliz', 'Nicholas Bela']","['Action', 'Crime', 'Drama', 'Romance']","GANGLAND DARED HOLLYWOOD TO MAKE IT! (Print Ad-Portsmouth Times, ((Portsmouth, Ohio)) 17 February 1931)",A small-time criminal moves to a big city to seek bigger fortune.,['Mervyn LeRoy'],79 min,https://www.imdb.com/title/tt0021079/
1707,1709,"Little Caesar (1929), W. R. Burnett",Black Caesar (1973),1929,Little Caesar,W. R. Burnett,876847.0,1973,Black Caesar,Black Caesar,R,1973,6.4,"2,644",,"https://m.media-amazon.com/images/M/MV5BMTFiYjFiM2ItZmI2Zi00ODI2LTk5ZjYtYzc1OTIxOGNjYTI3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Fred Williamson', 'Gloria Hendry', 'Art Lund', ""D'Urville Martin"", 'Julius Harris', 'Minnie Gentry', 'Philip Roye', 'William Wellman Jr.', 'James Dixon', 'Val Avery', 'Patrick McAllister', 'Don Pedro Colley', 'Myrna Hansen', 'Omer Jeffrey', 'Michael Jeffrey']","['Action', 'Crime', 'Drama', 'Thriller']","Hail Caesar, Godfather of Harlem...The Cat with the .45-Caliber Claws!","Raised in Harlem, Tommy Gibbs becomes a successful mob boss but he clashes with the rival Mafia and his old enemy, dirty cop McKinney.",['Larry Cohen'],87 min,https://www.imdb.com/title/tt0069792/
1709,1711,"The Little Drummer Girl (1983), John le Carré",The Little Drummer Girl (1984),1983,The Little Drummer Girl,John le Carré,19003.0,1984,The Little Drummer Girl,The Little Drummer Girl,R,1984,6.1,"1,758",54,"https://m.media-amazon.com/images/M/MV5BNGJmNGJlYTMtOWU4OS00Mzc3LThjZjUtY2JmMjU5NTAwYzgzL2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Diane Keaton', 'Yorgo Voyagis', 'Klaus Kinski', 'Sami Frey', 'Michael Cristofer', 'Eli Danker', 'Ben Levine', 'Jonathan Sagall', 'Shlomit Hagoel', 'Juliano Mer-Khamis', 'Sabi Dorr', 'Doron Nesher', 'Smadar Brener', 'Shoshi Marciano', 'Philipp Moog']",['Thriller'],She will become their most deadly weapon. As long as they can make her fall in love.,"An American Actress with a penchant for lying is forceably recruited by Mosad, the Israeli intelligence agency to trap a Palestinian bomber, by pretending to be the girlfriend of his dead brother.",['George Roy Hill'],130 min,https://www.imdb.com/title/tt0087629/
1711,1713,"Live and Let Die (1954), Ian Fleming",Live and Let Die (1973),1954,Live and Let Die,Ian Fleming,3763.0,1973,Live and Let Die,Live and Let Die,PG,1973,6.8,"85,651",55,"https://m.media-amazon.com/images/M/MV5BMzY0M2MzODYtZDU5Yy00YTg2LWJmMGQtNmY1OWZiYjlmNzY0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['UK', 'USA']","['English', 'Hungarian']","['Roger Moore', 'Yaphet Kotto', 'Jane Seymour', 'Clifton James', 'Julius Harris', 'Geoffrey Holder', 'David Hedison', 'Gloria Hendry', 'Bernard Lee', 'Lois Maxwell', 'Tommy Lane', 'Earl Jolly Brown', 'Roy Stewart', 'Lon Satton', 'Arnold Williams']","['Action', 'Adventure', 'Thriller']",More Action. More Excitement. More Adventure. [USA 1999 poster],007 is sent to stop a diabolically brilliant heroin magnate armed with a complex organization and a reliable psychic tarot card reader.,['Guy Hamilton'],121 min,https://www.imdb.com/title/tt0070328/
